DOI
10.1016/j.acalib.2018.12.001
10.1016/j.acalib.2019.03.008
10.1016/j.giq.2010.08.007
10.1016/j.giq.2012.07.002
10.1016/j.giq.2016.08.004
10.1016/j.giq.2016.01.004
10.1016/j.giq.2011.08.003
10.1016/j.giq.2016.04.004
10.1016/j.giq.2018.06.002
10.1016/j.giq.2015.09.001
10.1016/j.giq.2016.08.010
10.1016/j.giq.2018.06.001
10.1016/j.giq.2019.05.008
10.1016/j.giq.2020.101479
10.1016/j.giq.2021.101565
10.1353/lac.2016.0020
10.1016/s0099-1333(00)00137-3
10.1016/j.acalib.2008.06.004
10.1016/j.acalib.2011.07.007
10.1016/j.lisr.2010.05.001
10.1016/j.lisr.2006.03.007
10.1016/0740-8188(94)90022-1
10.1016/j.giq.2007.04.003
10.1016/j.giq.2014.01.007
10.1016/s0099-1333(00)00141-5
10.1016/j.acalib.2012.10.002
10.1353/lac.2017.0013
10.1353/lac.2017.0009
10.1353/lac.2014.0010
10.1016/j.acalib.2020.102235
10.1016/j.acalib.2020.102268
10.1016/0740-624X(84)90073-X
10.1016/0740-624X(94)90003-5
10.1353/lac.2013.0022
10.1016/j.giq.2019.05.007
10.1016/j.acalib.2010.05.004
10.1016/0740-8188(94)90050-7
10.1016/0740-8188(94)90011-6
10.1016/j.acalib.2012.08.006
10.1016/S0099-1333(00)00190-7
10.1016/j.acalib.2015.05.002
10.1016/j.acalib.2017.06.008
10.1016/j.acalib.2021.102329
10.1016/0740-624X(89)90022-1
10.1016/0740-624X(89)90028-2
10.1016/j.giq.2012.06.005
10.1080/13614533.2015.1009126
10.1353/lac.2014.0020
10.1016/j.lisr.2015.01.001
